,gene,x,y,counts
3862,Etnk1,23,75,1
3863,Tmem106b,23,75,1
3864,Tom1,23,75,1
3865,Malat1,23,76,1
3866,Dicer1,23,76,1
3867,Aqp2,23,76,1
3868,Knop1,23,77,1
3869,Acox1,23,77,1
3870,Mlh3,23,77,1
3871,Upf3b,23,79,1
3872,Acbd3,23,79,1
3873,Lonp1,23,79,1
3874,Ipcef1,23,79,1
3875,Ggt1,23,80,1
3876,Gm42418,23,81,1
3877,Ddx17,23,81,1
3878,Malat1,23,83,1
3879,Ddx17,23,83,1
3880,Uhrf1bp1l,23,84,1
3881,Ice1,23,84,1
3882,Nipbl,23,85,1
3883,Hnrnpab,23,88,1
3884,Pds5a,23,88,1
3885,Malat1,23,94,1
3886,Ube2f,23,94,1
3887,Vgll4,23,94,1
3888,Slc12a3,23,95,1
3889,Chd4,23,95,1
3890,Gm28230,23,95,1
3891,Snrnp70,23,97,1
3892,Malat1,23,99,1
3893,Ftl1,23,99,1
3894,Trp53bp2,23,99,1
3895,Afg3l1,24,0,1
3896,Slc6a18,24,1,1
3897,Habp4,24,1,1
3898,Malat1,24,3,1
3899,Scaf11,24,3,1
3900,Malat1,24,4,1
3901,BC049715,24,4,1
3902,Hes1,24,6,1
3903,Abcg2,24,7,1
3904,Lrp2,24,8,1
3905,Hp1bp3,24,8,1
3906,Erbin,24,8,1
3907,Plau,24,8,1
3908,Defb29,24,8,1
3909,Malat1,24,9,1
3910,Usp24,24,9,1
3911,Chordc1,24,9,1
3912,1700034I23Rik,24,9,1
3913,Neat1,24,10,1
3914,Grina,24,10,1
3915,Thoc2,24,11,1
3916,Arglu1,24,12,1
3917,Osbpl3,24,12,1
3918,Sik1,24,14,1
3919,Ewsr1,24,14,1
3920,Nit1,24,15,1
3921,Pdzk1,24,15,1
3922,Nsd1,24,15,1
3923,Mdfic,24,15,1
3924,Herc4,24,16,1
3925,Gabarapl1,24,17,1
3926,Luc7l2,24,17,1
3927,Itpr2,24,18,1
3928,Cul4b,24,18,1
3929,Gnl2,24,22,1
3930,Hnrnpa2b1,24,23,1
3931,Atp5h,24,23,1
3932,Nap1l4,24,23,1
3933,Slc39a10,24,24,1
3934,Nipbl,24,24,1
3935,Slc33a1,24,24,1
3936,Tln2,24,25,1
3937,Hltf,24,28,1
3938,Ddx5,24,30,1
3939,Tnrc6a,24,30,1
3940,Ckap5,24,30,1
3941,Malat1,24,31,1
3942,Ylpm1,24,31,1
3943,Atp5b,24,31,1
3944,Gm53,24,31,1
3945,Aak1,24,33,1
3946,Gm26992,24,33,1
3947,Ttf2,24,33,1
3948,Utrn,24,34,1
3949,Rbm39,24,34,1
3950,Malat1,24,35,1
3951,Atpif1,24,35,1
3952,4930426D05Rik,24,35,1
3953,Sult1b1,24,35,1
3954,Pex11a,24,36,1
3955,Kat6b,24,37,1
3956,Spata1,24,37,1
3957,Kap,24,38,1
3958,Acsl5,24,38,1
3959,Malat1,24,39,1
3960,Fxyd2,24,41,1
3961,Gnptg,24,41,1
3962,Malat1,24,42,1
3963,Zc3h7a,24,42,1
3964,Trabd2b,24,42,1
3965,Malat1,24,44,1
3966,Impact,24,44,1
3967,Arih1,24,44,1
3968,Malat1,24,45,1
3969,Fra10ac1,24,45,1
3970,Pibf1,24,46,1
3971,Akap9,24,48,1
3972,9930021J03Rik,24,48,1
3973,Neat1,24,50,1
3974,Slc12a1,24,50,1
3975,Malat1,24,51,1
3976,Dst,24,51,1
3977,Farp1,24,51,1
3978,Pkn2,24,54,1
3979,Trnp1,24,54,1
3980,Slc12a1,24,55,1
3981,Hnrnph1,24,55,1
3982,Ubr4,24,55,1
3983,Ubr5,24,56,1
3984,Gm20388,24,56,1
3985,Atp5f1,24,59,1
3986,Mark4,24,59,1
3987,Srrm2,24,61,1
3988,Pnpla6,24,61,1
3989,Zranb1,24,63,1
3990,Srsf11,24,64,1
3991,Malat1,24,65,1
3992,Slc25a40,24,65,1
3993,Slc25a3,24,66,1
3994,Malat1,24,67,1
3995,Hnf1b,24,67,1
3996,Sestd1,24,67,1
3997,Mertk,24,73,1
3998,Crebbp,24,74,1
3999,Macf1,24,74,1
4000,Wsb1,24,74,1
4001,Syne2,24,74,1
4002,Ube2d3,24,75,1
4003,Tnfaip8,24,75,1
4004,Fam193a,24,77,1
4005,Hint1,24,77,1
4006,Casp3,24,77,1
4007,Tmf1,24,78,1
4008,Igdcc3,24,78,1
4009,Malat1,24,80,1
4010,Tacc1,24,80,1
4011,Tsr1,24,83,1
4012,Rbm26,24,84,1
4013,Dpp4,24,84,1
4014,Wls,24,85,1
4015,Malat1,24,86,1
4016,Ice1,24,86,1
4017,Sfr1,24,86,1
4018,Ralgapb,24,87,1
4019,Scin,24,87,1
4020,Clcnkb,24,87,1
4021,Msh3,24,87,1
4022,Zfp820,24,87,1
4023,Vwa8,24,88,1
4024,Nbea,24,88,1
4025,Malat1,24,89,1
4026,Trp53bp2,24,89,1
4027,Rpl12,24,89,1
4028,Gm26992,24,91,1
4029,Ttc3,24,92,1
4030,Yap1,24,92,1
4031,Tm9sf3,24,93,1
4032,Reps2,24,93,1
4033,Ube2k,24,94,1
4034,Slc9a8,24,95,1
4035,Elf1,24,95,1
4036,Slc8a1,24,95,1
4037,Slc12a3,24,96,1
4038,Usp40,24,96,1
4039,Malat1,24,97,1
4040,Kat6a,24,97,1
4041,Havcr1,24,97,1
4042,Ctdspl,24,98,1
4043,Pdzd3,24,98,1
4044,Arhgap18,24,98,1
4045,Malat1,24,99,1
4046,Podn,25,0,1
4047,Ccdc24,25,2,1
4048,Stim1,25,2,1
4049,Gps2,25,2,1
4050,Adar,25,2,1
4051,Mrvi1,25,3,1
4052,Malat1,25,6,1
4053,Iqgap1,25,6,1
4054,Kmt2a,25,6,1
4055,Creb1,25,7,1
4056,Ing3,25,7,1
4057,Nbeal1,25,8,1
4058,Eci3,25,8,1
4059,Dpp3,25,10,1
4060,Tmem259,25,10,1
4061,Cct3,25,10,1
4062,Malat1,25,11,1
4063,Luc7l3,25,11,1
4064,Mtus1,25,11,1
4065,Malat1,25,13,1
4066,Eef2,25,13,1
4067,Lage3,25,13,1
4068,Nap1l1,25,15,1
4069,Strn,25,15,1
4070,Mrps6,25,15,1
4071,Malat1,25,16,1
4072,Ank3,25,16,1
4073,Atad2,25,16,1
4074,Gtpbp10,25,16,1
4075,Msl2,25,16,1
4076,Tgs1,25,17,1
4077,Pard3b,25,17,1
4078,Rbm10,25,19,1
4079,Rpl17,25,19,1
4080,Bgn,25,20,1
4081,Zcchc4,25,21,1
4082,Macf1,25,23,1
4083,Malat1,25,24,1
4084,Kdm4a,25,24,1
4085,Itpr1,25,25,1
4086,Rnf213,25,25,1
4087,G3bp1,25,25,1
4088,Ptrh1,25,25,1
4089,Kcnt1,25,27,1
4090,Chd4,25,28,2
4091,Rpl18,25,28,1
4092,Sec23ip,25,28,1
4093,Ggact,25,28,1
4094,Sos1,25,29,1
4095,Kif5b,25,29,1
4096,Kcnj16,25,32,1
4097,Slc12a1,25,35,1
4098,Eif3j1,25,35,1
4099,Malat1,25,37,1
4100,Kmt2a,25,37,1
4101,Wnk1,25,37,1
4102,Malat1,25,39,1
4103,Pes1,25,39,1
4104,Rassf7,25,41,1
4105,Dst,25,42,1
4106,Myo10,25,42,1
4107,Lmo7,25,43,1
4108,Yme1l1,25,43,1
4109,Phip,25,44,1
4110,Zdhhc17,25,44,1
4111,Smg1,25,46,1
4112,Mdm4,25,47,1
4113,Rsrp1,25,50,1
4114,Ube2i,25,50,1
4115,Zmynd8,25,53,1
4116,Gm47283,25,53,1
4117,Brd3,25,54,1
4118,Chd6,25,54,1
4119,Atp9b,25,55,1
4120,Baz2b,25,57,1
4121,Eif3a,25,58,1
4122,Cdc42bpa,25,58,1
4123,Malat1,25,60,1
4124,Ralgps2,25,62,1
4125,Med12,25,62,1
4126,Malat1,25,63,1
4127,Vps13a,25,64,1
4128,Lrrfip1,25,64,1
4129,Tsr1,25,64,1
4130,Safb,25,66,1
4131,Tsc2,25,66,1
4132,Kmt2a,25,67,1
4133,Mycbp2,25,67,1
4134,Cuedc1,25,67,1
4135,Malat1,25,68,1
4136,Zbed4,25,68,1
4137,Malat1,25,70,1
4138,Malat1,25,71,1
4139,Il17rd,25,71,1
4140,Sh3bp1,25,71,1
4141,Malat1,25,73,1
4142,Rab10,25,73,1
4143,Malat1,25,74,1
4144,Ythdc1,25,74,1
4145,Hnrnpu,25,74,1
4146,Tgfbrap1,25,74,1
4147,Malat1,25,75,2
4148,Usp20,25,75,1
4149,Rdh13,25,75,1
4150,Dtnb,25,75,1
4151,Id2,25,76,1
4152,Malat1,25,77,1
4153,Ano6,25,77,1
4154,Hoxd3,25,77,1
4155,Rmnd1,25,79,1
4156,Myo6,25,82,1
4157,Jade1,25,82,1
4158,Cpt1a,25,82,1
4159,Fam133b,25,83,1
4160,Kif6,25,83,1
4161,Stat5b,25,84,1
4162,Erbin,25,84,1
4163,Malat1,25,85,1
4164,Malat1,25,86,2
4165,Ddx5,25,87,1
4166,Hdgfl2,25,87,1
4167,Malat1,25,88,2
4168,Hnrnpa2b1,25,88,1
4169,Coro7,25,88,1
4170,Malat1,25,89,1
4171,Slc12a3,25,89,1
4172,Gcgr,25,89,1
4173,Malat1,25,92,1
4174,Kat5,25,92,1
4175,Mrps10,25,92,1
4176,Ide,25,92,1
4177,Malat1,25,93,1
4178,Kdm2a,25,94,1
4179,Gm43055,25,94,1
4180,Ddx17,25,94,1
4181,Malat1,25,95,1
4182,Wrnip1,25,95,1
4183,Malat1,25,96,1
4184,Btbd9,25,96,1
4185,Osbpl5,25,97,1
4186,Fgfr1op2,25,98,1
4187,Atrx,25,99,1
4188,Prpf4b,25,99,1
4189,Ipo9,25,99,1
4190,Prpf40b,25,99,1
4191,Klk1,26,0,1
4192,Malat1,26,1,1
4193,Slc6a18,26,4,1
4194,Daam1,26,4,1
4195,Erlec1,26,5,1
4196,Poldip2,26,5,1
4197,Ankrd11,26,6,1
4198,Malat1,26,9,1
4199,Cgnl1,26,15,1
4200,Malat1,26,16,1
4201,Pcm1,26,20,1
4202,Mtss1,26,20,1
4203,Lmbrd1,26,20,1
4204,Kdm3a,26,21,1
4205,Mark2,26,22,1
4206,Malat1,26,24,1
4207,Leng1,26,26,1
4208,Atp5a1,26,27,1
4209,Tmem213,26,27,1
4210,Malat1,26,28,1
4211,Neat1,26,28,1
4212,Mcrip2,26,28,1
4213,Wnk4,26,29,1
4214,Rgl3,26,29,1
4215,Malat1,26,30,1
4216,Spopl,26,31,1
4217,Trmt1l,26,31,1
4218,Cfdp1,26,31,1
4219,Bptf,26,32,1
4220,Eif1,26,32,1
4221,Jag1,26,32,1
4222,Ccnl2,26,33,1
4223,Tep1,26,33,1
4224,Malat1,26,34,1
4225,Ranbp9,26,35,1
4226,Cep350,26,38,1
4227,Slc25a3,26,40,1
4228,Fnbp4,26,41,1
4229,Son,26,42,1
4230,Ppp1r9a,26,42,1
4231,Malat1,26,43,1
4232,Clk1,26,43,1
4233,Eprs,26,43,1
4234,Mtr,26,43,1
4235,Lsamp,26,43,1
4236,Xrn1,26,49,1
4237,Safb2,26,51,1
4238,Kng2,26,53,1
4239,Prune1,26,53,1
4240,4932438A13Rik,26,54,1
4241,Efr3a,26,54,1
4242,Dus1l,26,54,1
4243,Syne2,26,55,1
4244,Gcc2,26,57,1
4245,Brd8,26,59,1
4246,Entpd5,26,59,1
4247,Ufl1,26,59,1
4248,Adnp,26,60,1
4249,Lima1,26,60,1
4250,Tom1l2,26,60,1
4251,Rbm5,26,63,1
4252,Mdn1,26,63,1
4253,Maoa,26,64,1
4254,Ino80c,26,67,1
4255,Malat1,26,68,1
4256,Ercc6l2,26,69,1
4257,Syne1,26,70,1
4258,Malat1,26,72,1
4259,Chd9,26,72,1
4260,Malat1,26,73,1
4261,Hsp90b1,26,74,1
4262,Srek1,26,74,1
4263,Rbm25,26,74,1
4264,Slc25a46,26,74,1
4265,Pkp4,26,75,1
4266,C1galt1,26,75,1
4267,Psmb6,26,77,1
4268,Bbx,26,78,1
4269,Acin1,26,79,1
4270,Ctnna1,26,79,1
4271,Fam120b,26,79,1
4272,Malat1,26,80,1
4273,Zfp641,26,81,1
4274,Tprkb,26,81,1
4275,Rufy3,26,82,1
4276,Pnisr,26,84,1
4277,Fto,26,84,1
4278,Dnah7b,26,85,1
4279,Ctnnal1,26,86,1
4280,Srsf2,26,86,1
4281,Ranbp2,26,86,1
4282,AW146154,26,87,1
4283,Ubn1,26,87,1
4284,Ahi1,26,89,1
4285,Slc12a3,26,90,1
4286,Dip2a,26,90,1
4287,Arhgef37,26,90,1
4288,Tprgl,26,90,1
4289,Arhgap5,26,92,1
4290,Cfap97,26,94,1
4291,Sestd1,26,96,1
4292,Syn3,26,96,1
4293,Ahsa2,26,96,1
4294,Pck1,26,97,1
4295,Cldn10,26,98,1
4296,Dnm1l,26,99,1
4297,BC004004,26,99,1
4298,Topors,27,0,1
4299,Fnbp4,27,4,1
4300,Ppp4r3b,27,4,1
4301,Pdlim1,27,4,1
4302,Dlc1,27,7,1
4303,Rbm3,27,7,1
4304,Cald1,27,11,1
4305,Bicd1,27,11,1
4306,Mapkapk2,27,12,1
4307,Malat1,27,15,1
4308,Bms1,27,15,1
4309,Wdr77,27,15,1
4310,Cnot8,27,17,1
4311,Srek1,27,18,1
4312,Marveld2,27,18,1
4313,Tarm1,27,19,1
4314,Lpl,27,20,1
4315,Hook3,27,21,1
4316,Map1b,27,22,1
4317,Dus3l,27,26,1
4318,Dgkq,27,27,1
4319,Hspa8,27,27,1
4320,Ptk2,27,29,1
4321,Idh2,27,31,1
4322,Malat1,27,32,1
4323,Malat1,27,33,2
4324,Atp6ap1,27,33,1
4325,Actr1b,27,33,1
4326,Zmym2,27,34,1
4327,Malat1,27,35,1
4328,Stk38,27,35,1
4329,Usp5,27,37,1
4330,Fbxw9,27,38,1
4331,Malat1,27,39,1
4332,Slc12a1,27,39,1
4333,Dhx9,27,39,1
4334,Ap4s1,27,39,1
4335,Rbm26,27,41,1
4336,Malat1,27,42,2
4337,Hsp90b1,27,42,1
4338,Hps5,27,42,1
4339,Luc7l2,27,45,1
4340,Rpl41,27,46,1
4341,Tmem183a,27,46,1
4342,Malat1,27,52,1
4343,Smchd1,27,52,1
4344,Pnisr,27,53,1
4345,Slc12a1,27,53,1
4346,Tardbp,27,53,1
4347,Malat1,27,54,1
4348,Dkc1,27,54,1
4349,Hectd1,27,54,1
4350,Luc7l3,27,55,1
4351,Ktn1,27,55,1
4352,Abcd4,27,55,1
4353,Arid2,27,55,1
4354,Hadha,27,55,1
4355,Malat1,27,56,1
4356,Epb41,27,56,1
4357,Fubp1,27,56,1
4358,Stau1,27,56,1
4359,Egf,27,57,1
4360,Strn4,27,57,1
4361,Cox6a1,27,57,1
4362,Baz1b,27,59,1
4363,Id3,27,59,1
4364,Malat1,27,60,1
4365,Egf,27,60,1
4366,Exoc4,27,62,1
4367,Slc34a1,27,63,1
4368,Daam1,27,63,1
4369,Copg1,27,63,1
4370,Malat1,27,64,2
4371,Malat1,27,66,1
4372,Pax8,27,66,1
4373,Malat1,27,67,1
4374,Rpl8,27,70,1
4375,Tango2,27,70,1
4376,Fam214a,27,71,1
4377,Zc3hc1,27,71,1
4378,Spns1,27,71,1
4379,Tmem178,27,72,1
4380,Fus,27,75,1
4381,Med13,27,75,1
4382,Gpx3,27,76,1
4383,Slc35g1,27,77,1
4384,Msh3,27,77,1
4385,Metap1,27,78,1
4386,Gm13075,27,78,1
4387,Malat1,27,79,1
4388,Spred1,27,79,1
4389,Malat1,27,80,1
4390,Mak16,27,80,1
4391,Rpl13a,27,82,1
4392,Fam160b2,27,82,1
4393,Ptpn18,27,82,1
4394,Lmo7,27,83,1
4395,Pax8,27,85,1
4396,Dhx29,27,85,1
4397,Sar1a,27,90,1
4398,Rpl21,27,90,1
4399,Klk1,27,92,1
4400,Cep290,27,92,1
4401,Gm21983,27,92,1
4402,Zfp760,27,92,1
4403,Phip,27,93,1
4404,Cdk12,27,94,1
4405,Ank3,27,95,1
4406,Bckdhb,27,95,1
4407,A730020M07Rik,27,95,1
4408,Pik3ip1,27,95,1
4409,Zfc3h1,27,97,1
4410,Ash1l,27,97,1
4411,Cd93,27,97,1
4412,Malat1,27,98,1
4413,Arhgap24,27,99,1
4414,Bcl2l13,27,99,1
4415,Malat1,28,0,1
4416,Hoxc5,28,0,1
4417,Uggt1,28,0,1
4418,Slc25a38,28,0,1
4419,Usp48,28,4,1
4420,Usp7,28,5,1
4421,Thoc2,28,5,1
4422,Malat1,28,6,1
4423,Adamts10,28,6,1
4424,Phf3,28,7,1
4425,Ehd4,28,8,1
4426,Ercc5,28,10,1
4427,Thada,28,10,1
4428,Malat1,28,12,1
4429,Acadsb,28,12,1
4430,Slc12a1,28,14,1
4431,Krt7,28,14,1
4432,Vps13d,28,16,1
4433,Nedd4,28,17,1
4434,Itga1,28,19,1
4435,Atp5d,28,19,1
4436,Vps11,28,19,1
4437,Sel1l,28,22,1
4438,Cdkl1,28,23,1
4439,Kl,28,23,1
4440,Stxbp5,28,23,1
4441,Egf,28,25,1
4442,Malat1,28,27,1
4443,Slc12a1,28,28,1
4444,Bicd1,28,29,1
4445,Tspan3,28,30,1
4446,D5Ertd579e,28,30,1
4447,Tln2,28,31,1
4448,Gm38394,28,32,1
4449,Vps13a,28,36,1
4450,Rnf10,28,36,1
4451,Ncoa7,28,38,1
4452,Tnrc6b,28,38,1
4453,Snx14,28,38,1
4454,Atg16l2,28,38,1
4455,Malat1,28,39,1
4456,Ttc3,28,39,1
4457,Arglu1,28,39,1
4458,Atp1a1,28,40,1
4459,Fcho2,28,40,1
4460,Son,28,41,1
4461,Akt2,28,41,1
4462,Arid4b,28,41,1
4463,Birc6,28,42,1
4464,Ell,28,42,1
4465,Malat1,28,44,1
4466,Marf1,28,46,1
4467,Chd8,28,47,1
4468,Zfp956,28,48,1
4469,Nap1l1,28,50,1
4470,Syne2,28,51,1
4471,Trip12,28,51,1
4472,Zmynd8,28,51,1
4473,Faap24,28,51,1
4474,Kif5b,28,52,1
4475,Spp1,28,52,1
4476,Hsp90b1,28,55,1
4477,Wnk1,28,58,1
4478,Mlxipl,28,60,1
4479,Abcd3,28,60,1
4480,Malat1,28,61,1
4481,Wdr11,28,61,1
4482,Malat1,28,62,1
4483,Taf1,28,62,1
4484,Arhgap21,28,62,1
4485,Malat1,28,63,1
4486,Malat1,28,64,1
4487,Defb1,28,64,1
4488,Tln2,28,65,1
4489,Malat1,28,66,1
4490,Fam13a,28,70,1
4491,Ssh1,28,70,1
4492,Malat1,28,72,1
4493,Klhdc7a,28,73,1
4494,Mapk8ip1,28,73,1
4495,Sf3b1,28,75,1
4496,Sgta,28,75,1
4497,Nsmce4a,28,76,1
4498,Cog3,28,76,1
4499,Armcx1,28,76,1
4500,Malat1,28,78,1
4501,Lrpap1,28,78,1
4502,Atp6v0a1,28,78,1
4503,Tardbp,28,79,1
4504,Eea1,28,79,1
4505,Prrc2c,28,82,1
4506,Gpatch1,28,82,1
4507,Gm26917,28,84,1
4508,Zbtb5,28,84,1
4509,Sema4a,28,86,1
4510,Malat1,28,89,1
4511,Atp13a1,28,89,1
4512,Mme,28,89,1
4513,Ube2s,28,89,1
4514,Slc13a1,28,91,1
4515,Malat1,28,92,1
4516,Usp32,28,92,1
4517,Npnt,28,93,1
4518,Malat1,28,95,1
4519,Syne2,28,95,1
4520,Dmxl1,28,97,1
4521,Ccnd3,28,99,1
4522,Npr1,29,0,1
4523,Malat1,29,1,1
4524,H6pd,29,1,1
4525,Malat1,29,2,1
4526,Phf12,29,2,1
4527,Aak1,29,3,1
4528,Npepps,29,6,1
4529,Hsp90aa1,29,6,1
4530,Tfrc,29,7,1
4531,Pcdhga10,29,9,1
4532,Pole2,29,9,1
4533,Malat1,29,12,1
4534,Malat1,29,13,1
4535,Coq10a,29,13,1
4536,Noc3l,29,15,1
4537,Ddx17,29,16,1
4538,Malat1,29,17,1
4539,Stk38,29,17,1
4540,Tnrc6a,29,18,1
4541,Col18a1,29,18,1
4542,Malat1,29,19,1
4543,Sestd1,29,19,1
4544,Sfxn1,29,19,1
4545,Ap1m1,29,19,1
4546,Kat14,29,22,1
4547,Zc3hav1l,29,22,1
4548,Malat1,29,23,2
4549,Pnisr,29,23,1
4550,Ddx46,29,27,1
4551,Wnk4,29,27,1
4552,Lrba,29,28,1
4553,Mast4,29,28,1
4554,Ncor1,29,28,1
4555,Fam13a,29,30,1
4556,Ktn1,29,30,1
4557,Stk38,29,32,1
4558,Cwf19l2,29,34,1
4559,Usp8,29,34,1
4560,Flt1,29,36,1
4561,Rfc2,29,36,1
4562,Cdk19,29,36,1
4563,Cmtr1,29,37,1
4564,Bbof1,29,39,1
4565,Ube2o,29,39,1
4566,Gns,29,40,1
4567,Utp11,29,40,1
4568,Zdhhc20,29,42,1
4569,Sept4,29,43,1
4570,Epcam,29,43,1
4571,Malat1,29,46,1
4572,Sec24c,29,46,1
4573,Fads6,29,46,1
4574,Slk,29,46,1
4575,Atxn7l3b,29,47,1
4576,Pkn2,29,48,1
4577,Dlec1,29,48,1
4578,Ivns1abp,29,50,1
4579,Mkln1,29,50,1
4580,Plekhm2,29,50,1
4581,Chd9,29,51,1
4582,Rsrc2,29,52,1
4583,Dvl1,29,53,1
4584,Clock,29,54,1
4585,Rabgef1,29,54,1
4586,Kmt2a,29,55,1
4587,Pou3f3,29,55,1
4588,Malat1,29,56,1
4589,2300009A05Rik,29,56,1
4590,Med8,29,56,1
4591,Plekha6,29,57,1
4592,Myo6,29,60,1
4593,Mal,29,60,1
4594,Nudt4,29,60,1
4595,Malat1,29,62,1
4596,Serbp1,29,62,1
4597,Nudcd3,29,62,1
4598,Malat1,29,63,3
4599,Malat1,29,65,1
4600,Stx16,29,65,1
4601,Uhrf1bp1l,29,65,1
4602,Vil1,29,65,1
4603,Ube2i,29,68,1
4604,Rpap2,29,68,1
4605,Idh3b,29,68,1
4606,Cd81,29,68,1
4607,Rad50,29,68,1
4608,Baz2a,29,69,1
4609,Cep95,29,70,1
4610,Ddx5,29,71,1
4611,Atg16l1,29,71,1
4612,Malat1,29,72,1
4613,Atrx,29,72,1
4614,Acaca,29,72,1
4615,Slc38a10,29,72,1
4616,Eif2d,29,72,1
4617,Pptc7,29,75,1
4618,Tmem234,29,75,1
4619,Iws1,29,75,1
4620,Zfp612,29,75,1
4621,Malat1,29,77,1
4622,Taf11,29,77,1
4623,Malat1,29,78,1
4624,Slc12a3,29,78,1
4625,Fermt1,29,78,1
4626,Abce1,29,78,1
4627,Syne2,29,79,1
4628,Ube2i,29,79,1
4629,Calb1,29,79,1
4630,Dst,29,80,1
4631,Cep250,29,80,1
4632,Hook3,29,81,1
4633,Ezh2,29,81,1
4634,Rpl6,29,81,1
4635,Sntb2,29,82,1
4636,Akap8,29,83,1
4637,Pdpk1,29,83,1
4638,Malat1,29,87,2
4639,Wnk1,29,87,1
4640,Klhl5,29,88,1
4641,Rdh16f2,29,90,1
4642,Chd4,29,90,1
4643,Vps28,29,90,1
4644,Sugp1,29,90,1
4645,Kif21a,29,92,1
4646,Usp34,29,93,1
4647,Cnot4,29,93,1
4648,Pdcd6ip,29,93,1
4649,Akt3,29,93,1
4650,Mast4,29,94,1
4651,Npr2,29,95,1
4652,Chd6,29,96,1
4653,Nsd1,29,96,1
4654,Adal,29,96,1
4655,Pde4c,29,96,1
4656,Malat1,29,98,1
4657,Apela,29,98,1
4658,Kmt2c,29,99,1
4659,Cul5,29,99,1
4660,Wnk1,30,1,1
4661,Cep135,30,1,1
4662,Tcf4,30,4,1
4663,Sms,30,4,1
4664,Zeb2,30,5,1
4665,Ptprk,30,7,1
4666,Spata5,30,9,1
4667,Son,30,10,1
4668,Dync1li2,30,11,1
4669,Pdzk1ip1,30,12,1
4670,Cgnl1,30,13,1
4671,Zfp36l1,30,13,1
4672,Malat1,30,15,1
4673,Neat1,30,15,1
4674,Ablim1,30,17,1
4675,Bclaf1,30,18,1
4676,Csnk1d,30,18,1
4677,Nedd4,30,19,1
4678,Malat1,30,20,1
4679,Ptpn13,30,20,1
4680,Ddx5,30,21,1
4681,Cog2,30,21,1
4682,Malat1,30,22,1
4683,Txnrd1,30,22,1
4684,Slc5a3,30,24,1
4685,Polr3b,30,26,1
4686,Nup214,30,26,1
4687,Tcf25,30,27,1
4688,Mbd5,30,27,1
4689,Hnrnpu,30,32,1
4690,Malat1,30,33,1
4691,Arhgap29,30,33,1
4692,Cwf19l2,30,36,1
4693,Egf,30,37,1
4694,Safb2,30,37,1
4695,Kif21a,30,37,1
4696,Fcho2,30,40,1
4697,Dicer1,30,42,1
4698,Gm42418,30,42,1
4699,Luc7l3,30,43,1
4700,Sltm,30,43,1
4701,Pibf1,30,43,1
4702,Ap3d1,30,44,1
4703,Usp34,30,49,1
4704,Arhgap39,30,49,1
4705,Srek1,30,51,1
4706,Eef1d,30,54,1
4707,Stx5a,30,56,1
4708,Brd8,30,56,1
4709,Arfgef1,30,56,1
4710,Hoxb9,30,56,1
4711,Senp6,30,58,1
4712,Thoc3,30,62,1
4713,Thrap3,30,63,1
4714,Rprd2,30,63,1
4715,Malat1,30,65,1
4716,Tmprss2,30,65,1
4717,Slirp,30,65,1
4718,Gtpbp2,30,66,1
4719,Gpn3,30,68,1
4720,Chd6,30,69,1
4721,Tmsb4x,30,70,1
4722,Malat1,30,71,1
4723,Malat1,30,72,1
4724,Ptprf,30,72,1
4725,Coq7,30,72,1
4726,Srsf11,30,73,1
4727,Sec62,30,76,1
4728,Col4a4,30,76,1
4729,Cspp1,30,78,1
4730,Fam172a,30,78,1
4731,AI463229,30,78,1
4732,Atp1a1,30,79,1
4733,Myo1b,30,79,1
4734,Eml3,30,79,1
4735,Malat1,30,80,1
4736,Pde4c,30,80,1
4737,Npepps,30,82,1
4738,Hps3,30,84,1
4739,Nrbf2,30,84,1
4740,Slc27a2,30,85,1
4741,Myo9a,30,86,1
4742,Malat1,30,87,1
4743,Etnk1,30,87,1
4744,Mtif2,30,87,1
4745,Malat1,30,88,1
4746,Jmjd1c,30,90,1
4747,Srsf7,30,91,1
4748,Luc7l2,30,92,1
4749,Golga7,30,92,1
4750,Iscu,30,92,1
4751,Malat1,30,93,1
4752,Map7,30,93,1
4753,Myo5a,30,94,1
4754,Pcm1,30,94,1
4755,Ncor1,30,94,1
4756,Slc6a18,30,96,1
4757,Zfp131,30,96,1
4758,Rasa2,30,96,1
4759,Luc7l2,30,99,1
4760,Pkhd1,30,99,1
4761,Kdm6a,30,99,1
4762,Cr1l,30,99,1
4763,Malat1,31,1,1
4764,Mfge8,31,3,1
4765,4932438A13Rik,31,6,1
4766,Rsrc2,31,7,1
4767,BC005561,31,8,1
4768,Hook3,31,9,1
4769,Qars,31,11,1
4770,Malat1,31,13,1
4771,Dync1h1,31,14,1
4772,Ppp1r12a,31,15,1
4773,Borcs7,31,15,1
4774,Srsf11,31,19,1
4775,Lemd2,31,24,1
4776,Malat1,31,26,1
4777,Ilf3,31,26,1
4778,Malat1,31,27,1
4779,Nup214,31,27,1
4780,Spcs3,31,27,1
4781,Malat1,31,29,1
4782,Cox8a,31,29,1
4783,Ddrgk1,31,29,1
4784,Zmym5,31,30,1
4785,Dip2a,31,30,1
4786,Rpl6,31,30,1
4787,Cwc27,31,31,1
4788,Gm10501,31,31,1
4789,Wnk4,31,32,1
4790,Pard3b,31,32,1
4791,Cd2ap,31,33,1
4792,E4f1,31,33,1
4793,Pnisr,31,35,1
4794,Rps11,31,36,1
4795,Zmym5,31,38,1
4796,Srek1,31,40,1
4797,Pex6,31,41,1
4798,Klhl2,31,42,1
4799,Zmynd11,31,44,1
